time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
01 06:19:31.410Z-01-2023,36.5958333,-121.2001667,8.14,3.14,ml,67,66,0.02686,0.1,nc,nc73827426,05 16:40:38.255Z-04-2023,"9km NW of Pinnacles, CA",earthquake,0.14,0.3,0.146,58,reviewed,nc,nc
01 06:17:57.594Z-01-2023,60.8945,-152.6754,155.4,2.2,ml,,,,0.49,ak,ak0231r7ppl,18 17:06:59.936Z-01-2023,"78 km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
01 06:11:44.560Z-01-2023,19.1843333333333,-155.372333333333,30.62,1.43,md,17,197,,0.11,hv,hv73290272,12 02:21:49.500Z-01-2023,"Island of Hawaii, Hawaii",earthquake,0.86,0.91,0.0627108833174339,9,reviewed,hv,hv
01 06:10:59.190Z-01-2023,33.4041667,-116.3838333,1.34,0.93,ml,35,66,0.124,0.22,ci,ci40152535,02 20:06:58.330Z-01-2023,"16km N of Borrego Springs, CA",earthquake,0.3,0.55,0.161,27,reviewed,ci,ci
01 06:03:22.660Z-01-2023,51.8635,-177.863166666667,7.25,0.91,ml,4,212,,0.04,av,av91741061,04 03:10:01.730Z-01-2023,"84 km W of Adak, Alaska",earthquake,0.47,0.8,0.155145167878929,4,reviewed,av,av
01 05:54:23.840Z-01-2023,19.1828327178955,-155.464996337891,31.3500003814697,1.91,ml,39,102,,0.119999997,hv,hv73290237,01 05:59:53.340Z-01-2023,"2 km SSE of P?hala, Hawaii",earthquake,0.62,0.74000001,4.06,5,automatic,hv,hv
01 05:53:36.250Z-01-2023,58.181,-155.306666666667,0.91,-0.11,ml,5,160,,0.03,av,av91082558,03 23:41:56.300Z-01-2023,"84 km NW of Karluk, Alaska",earthquake,0.26,0.93,0.3099850168939,5,reviewed,av,av
01 05:53:02.970Z-01-2023,58.185,-155.302166666667,1.94,-0.06,ml,6,154,,0.07,av,av91741056,03 23:37:13.010Z-01-2023,"85 km NW of Karluk, Alaska",earthquake,0.26,0.56,0.331267689674474,6,reviewed,av,av
01 05:50:22.480Z-01-2023,58.1715,-155.3215,1.22,-0.07,ml,6,112,,0.05,av,av91741051,03 20:48:24.480Z-01-2023,"84 km NW of Karluk, Alaska",earthquake,0.22,1.07,0.2752839942427,6,reviewed,av,av
01 05:42:32.905Z-01-2023,54.4967,-159.8923,4,2.3,ml,,,,0.57,ak,ak0231qrl4q,18 17:07:03.086Z-01-2023,"101 km SSE of Sand Point, Alaska",earthquake,,2,,,reviewed,ak,ak
01 05:40:35.649Z-01-2023,61.6649,-149.9549,42.7,1.4,ml,,,,0.42,ak,ak0231qr5ws,18 17:07:02.902Z-01-2023,"8 km WNW of Houston, Alaska",earthquake,,0.5,,,reviewed,ak,ak
01 05:37:17.016Z-01-2023,51.461,-177.4797,33.99,3,ml,23,208,0.337,0.49,us,us7000j5a0,18 19:07:38.622Z-01-2024,"74 km SW of Adak, Alaska",earthquake,3,10.5,0.115,10,reviewed,us,us
01 05:37:05.794Z-01-2023,2.4752,128.6389,231.588,4.1,mb,27,119,2.117,0.45,us,us7000j3xs,11 22:51:45.040Z-03-2023,"108 km NE of Tobelo, Indonesia",earthquake,7.94,9.269,0.123,18,reviewed,us,us
01 05:36:48.365Z-01-2023,61.1486,-146.6351,16,1.6,ml,,,,0.56,ak,ak0231qqbzr,18 17:06:59.508Z-01-2023,"15 km W of Valdez, Alaska",earthquake,,0.1,,,reviewed,ak,ak
01 05:31:19.750Z-01-2023,19.1588333333333,-155.452,35.72,1.54,md,15,212,,0.11,hv,hv73290207,03 23:34:26.370Z-01-2024,"5 km SSE of Pāhala, Hawaii",earthquake,1.44,1.53,0.0542982611916869,10,reviewed,hv,hv
01 05:27:09.979Z-01-2023,17.4535,93.4248,39.85,4.7,mb,45,85,3.459,0.5,us,us7000j1cd,11 22:51:29.040Z-03-2023,"157 km WNW of Pathein, Myanmar",earthquake,8.67,7.199,0.097,33,reviewed,us,us
01 05:18:17.780Z-01-2023,40.7038333,-124.2061667,18.47,2.7,md,30,154,0.01251,0.14,nc,nc73827421,05 16:43:13.238Z-04-2023,"3km SSW of Humboldt Hill, CA",earthquake,0.41,0.28,0.112,35,reviewed,nc,nc
01 05:11:48.913Z-01-2023,58.1897,-155.3013,1.7,1,ml,,,,0.24,ak,ak0231qkz70,18 19:07:36.817Z-01-2024,"85 km NW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
01 05:05:27.670Z-01-2023,37.3765,-121.7315,4.59,1.26,md,12,250,0.07894,0.1,nc,nc73827416,02 19:41:10.988Z-01-2023,"8km E of Alum Rock, CA",earthquake,0.65,0.71,0.144,12,reviewed,nc,nc
01 05:04:13.840Z-01-2023,58.2391666666667,-155.173833333333,3.07,-0.51,ml,4,275,,0.03,av,av91082728,04 18:01:32.030Z-01-2023,"85 km NNW of Karluk, Alaska",earthquake,1.3,0.91,0.146356953004617,4,reviewed,av,av
01 05:02:46.402Z-01-2023,-15.3219,-174.8756,255.47,4.1,mb,40,81,3.413,0.32,us,us7000j3xn,11 22:51:45.040Z-03-2023,"Tonga",earthquake,9.84,6.047,0.095,34,reviewed,us,us
01 05:01:54.480Z-01-2023,35.5538333,-120.0978333,7.87,1.79,md,24,109,0.02293,0.07,nc,nc73827411,10 03:17:10.644Z-01-2023,"24km NNW of Simmler, CA",earthquake,0.25,0.32,0.052,14,reviewed,nc,nc
01 04:59:28.580Z-01-2023,37.3525,-121.7196667,3.83,1.7,md,27,40,0.06239,0.09,nc,nc73827406,10 02:48:11.599Z-01-2023,"10km E of Alum Rock, CA",earthquake,0.19,0.71,0.181,24,reviewed,nc,nc
01 04:59:04.906Z-01-2023,55.8832,-156.519,14.1,2.4,ml,,,,0.5,ak,ak0231q9quc,18 17:06:59.137Z-01-2023,"125 km ESE of Chignik, Alaska",earthquake,,2.4,,,reviewed,ak,ak
01 04:56:50.550Z-01-2023,38.7876663,-122.7478333,0.62,0.9,md,6,123,0.009743,0.01,nc,nc73827401,01 05:27:12.041Z-01-2023,"1km NNE of The Geysers, CA",earthquake,0.54,0.78,0.28,6,automatic,nc,nc
01 04:55:04.220Z-01-2023,19.1534996032715,-155.486831665039,33.0900001525879,2.08999991,md,33,140,,0.140000001,hv,hv73290147,01 04:58:10.780Z-01-2023,"5 km S of P?hala, Hawaii",earthquake,0.75,1.01999998,1.74000001,6,automatic,hv,hv
01 04:54:53.914Z-01-2023,-19.0419,-177.5423,556.99,4.1,mb,15,87,3.051,0.15,us,us7000j3xu,11 22:51:45.040Z-03-2023,"Fiji region",earthquake,12.85,13.028,0.213,6,reviewed,us,us
01 04:54:05.480Z-01-2023,38.8263321,-122.8065033,2.33,1.02,md,12,77,0.004047,0.01,nc,nc73827396,01 05:17:12.983Z-01-2023,"7km NW of The Geysers, CA",earthquake,0.39,0.89,0.35,14,automatic,nc,nc
